agent_id,walking_speed_m_min,aware,exposure_dose,risk_level,evacuated
149,77.33780695221495,False,1.0522733866075687e-12,Low Risk,False
150,79.52082202842655,False,3.0842505600575554e-05,Moderate Risk,False
151,86.64549762934335,False,7.258698504494846e-14,Low Risk,False
152,76.14727985392769,False,1.0046276011943036e-12,Low Risk,False
153,66.38113518072187,False,0.00012445516445838516,High Risk,False
154,80.08860551804096,False,2.531432124654291e-05,Moderate Risk,False
155,98.49822902342822,False,4.765592201080194e-09,Low Risk,False
156,68.0104938042614,False,9.943792600276662e-06,Moderate Risk,False
157,55.38206042994038,False,6.690624298449933e-06,Low Risk,False
158,86.60621003930459,False,2.0879316015381788e-16,Low Risk,False
159,68.19428254069602,False,9.981088519343259e-07,Low Risk,False
160,37.409956809789456,False,7.974094277268573e-08,Low Risk,False
161,82.71132515725633,False,4.14135158614735e-06,Low Risk,False
162,61.97007721069116,False,0.00013121206743952268,High Risk,False
163,68.64200076543759,False,4.0112595231971634e-05,Moderate Risk,False
164,74.97970495853522,False,7.666136720060943e-79,Low Risk,False
165,72.857495196686,False,1.610960263187772e-05,Moderate Risk,False
166,80.6417772570856,False,3.1084708716764292e-09,Low Risk,False
167,63.46770444145235,False,0.006919888046456173,Critical Risk,False
168,77.69658697264124,False,0.0,No Exposure,False
169,66.10679983624124,False,7.76725093196891e-05,Moderate Risk,False
170,81.08215721331254,False,0.00016960339191976278,High Risk,False
171,79.2305122601958,False,0.0,No Exposure,False
172,55.968419469331074,False,0.00026184672165703056,High Risk,False
173,86.28973174262548,False,3.6065660392002516e-09,Low Risk,False
174,61.96054832328928,False,0.00017205290644154957,High Risk,False
175,82.12086697421718,False,0.004270144925171702,Critical Risk,False
176,75.50930970102011,False,2.9126024773426896e-05,Moderate Risk,False
177,97.57275515192683,False,3.1694048862107587e-09,Low Risk,False
178,66.64801026442221,False,1.6966635284148078e-05,Moderate Risk,False
179,64.76024805822703,False,0.0044667138229204035,Critical Risk,False
180,69.708705911684,False,1.758247236317824e-13,Low Risk,False
181,65.45230325748588,False,5.914345543003743e-13,Low Risk,False
182,81.99912852913076,False,3.998101634281043e-05,Moderate Risk,False
183,45.75534087345118,False,3.6960309612096227e-06,Low Risk,False
184,54.194763712804686,False,4.3597356773677163e-16,Low Risk,False
185,53.9829561763121,False,1.1216483562558104e-06,Low Risk,False
186,84.25461387960364,False,5.6982191390687936e-05,Moderate Risk,False
187,95.65920058872888,False,2.4564306222280716e-07,Low Risk,False
188,68.43326172193792,False,9.290458361274414e-05,High Risk,False
189,67.46767415214984,False,3.7523364752861103e-07,Low Risk,False
190,71.05078244669772,False,1.832378537939451e-119,Low Risk,False
191,87.42817453912285,False,6.044222212718157e-05,Moderate Risk,False
192,56.089702987141386,False,4.200941231490466e-05,Moderate Risk,False
193,73.57553474102178,False,0.00019419912233835637,High Risk,False
194,84.62796444673644,False,3.221879788826381e-13,Low Risk,False
195,77.51641254909768,False,1.1825850326246924e-09,Low Risk,False
196,72.84372424898115,False,9.143515176081032e-07,Low Risk,False
197,85.01569138850712,False,2.2082139087295223e-06,Low Risk,False
198,30.0,False,2.5513618761716152e-05,Moderate Risk,False
199,80.16812979296361,False,8.247277883438371e-06,Low Risk,False
200,60.188864753088644,False,3.941609551864347e-05,Moderate Risk,False
201,42.54050654715314,False,1.888615045189945e-175,Low Risk,False
202,77.66803899287471,False,3.423922866086322e-50,Low Risk,False
203,90.60487817744436,False,4.1341252018509254e-05,Moderate Risk,False
204,67.93827228058463,False,0.00035906656295668014,High Risk,False
205,84.29311820804408,False,0.0,No Exposure,False
206,94.18417386982968,False,5.0730407024449324e-20,Low Risk,False
207,89.72371680376071,False,0.00024644177282393643,High Risk,False
208,94.59946794057089,False,0.0,No Exposure,False
209,81.13191236607838,False,1.2988957328922715e-54,Low Risk,False
210,71.13150458352389,False,0.0003903278172161572,Critical Risk,False
211,45.97051282154247,False,0.0002122355835220876,High Risk,False
212,66.30906267805078,False,9.952490547414815e-06,Moderate Risk,False
213,57.35130107025713,False,1.9508467476666904e-12,Low Risk,False
214,102.5641407624672,False,8.068760784847176e-05,Moderate Risk,False
215,67.36171281351496,False,1.2390521838545537e-10,Low Risk,False
216,71.84807210176729,False,2.2283484050609024e-12,Low Risk,False
217,78.27228064060702,False,8.064682245683902e-05,Moderate Risk,False
218,70.65403669558681,False,0.00013773724884625876,High Risk,False
219,95.4257656064613,False,3.6322585105626014e-05,Moderate Risk,False
220,60.66025957398322,False,7.651761337174442e-07,Low Risk,False
221,72.91911182855864,False,3.961925331078996e-06,Low Risk,False
222,58.86294121452928,False,4.5271836566472834e-05,Moderate Risk,False
223,50.19966233168941,False,1.8250534683651063e-11,Low Risk,False
224,60.82346363642072,False,0.0010221468854787262,Critical Risk,False
225,69.44444804427383,False,6.898074882156172e-05,Moderate Risk,False
226,63.5604666322411,False,2.7105606565307234e-05,Moderate Risk,False
227,59.61368530189216,False,2.006282014694698e-05,Moderate Risk,False
228,48.90523804492249,False,1.7136340738093692e-06,Low Risk,False
229,68.75341641056959,False,0.00023819672474221072,High Risk,False
230,47.42919438953496,False,5.756869289616055e-06,Low Risk,False
231,81.40083945534404,False,1.739068828266474e-05,Moderate Risk,False
232,71.23659629401755,False,1.877865699734177e-05,Moderate Risk,False
233,48.13672750802604,False,8.037840521656496e-09,Low Risk,False
234,65.36186384425204,False,3.4138116918142223e-06,Low Risk,False
235,58.71765391614125,False,0.00012442335082709128,High Risk,False
236,74.78761765628771,False,2.0218318817959806e-12,Low Risk,False
237,90.10675669034717,False,1.261055345645951e-07,Low Risk,False
238,41.872412955313834,False,4.104427002291775e-07,Low Risk,False
239,71.72539118721126,False,6.129217907557829e-20,Low Risk,False
240,67.5980080665004,False,6.5111624550034765e-06,Low Risk,False
241,80.07010114675698,False,1.5098067718777443e-05,Moderate Risk,False
242,73.19794942356533,False,1.9610729345015338e-05,Moderate Risk,False
243,58.72046002391772,False,2.796857076628936e-08,Low Risk,False
244,65.21419096500072,False,0.0,No Exposure,False
245,58.05961214794767,False,4.071589493834531e-05,Moderate Risk,False
246,86.14010707897897,False,9.330104512441737e-08,Low Risk,False
247,70.31967473007913,False,1.9780295701016616e-06,Low Risk,False
248,98.51786028629512,False,3.4127341342580764e-06,Low Risk,False
249,69.0900877927807,False,6.946870151350037e-05,Moderate Risk,False
250,59.37389849634306,False,7.775838911075061e-09,Low Risk,False
251,47.294284110807595,False,0.0012551616518436904,Critical Risk,False
252,42.95290485616082,False,7.042815814566094e-06,Low Risk,False
253,46.23796085491765,False,5.366547709625049e-11,Low Risk,False
254,74.00689976517225,False,2.713137243738556e-09,Low Risk,False
255,77.63087534844901,False,0.000390790202534991,Critical Risk,False
256,46.282139469518,False,1.2477357270149792e-05,Moderate Risk,False
257,83.42557471114173,False,0.00022266422111564331,High Risk,False
258,62.75408422474841,False,2.9463433295667853e-07,Low Risk,False
259,72.20189517978324,False,3.924328714757421e-06,Low Risk,False
260,94.18330942383136,False,5.78854453923102e-05,Moderate Risk,False
261,83.45258973798298,False,8.101367130157381e-06,Low Risk,False
262,65.97204028141252,False,1.4929105970759322e-12,Low Risk,False
263,56.63211661877069,False,0.000532960517785079,Critical Risk,False
264,37.72276898006042,False,1.5923244429368823e-06,Low Risk,False
265,59.212700211363696,False,2.6436372542635905e-06,Low Risk,False
266,66.83304641758458,False,0.00016522184508067418,High Risk,False
267,55.19230709273224,False,0.0002069160561784871,High Risk,False
268,68.03114549361543,False,0.0005921661095334023,Critical Risk,False
269,71.15277824438152,False,4.630227743043909e-06,Low Risk,False
270,66.62716027287883,False,5.808270752559768e-05,Moderate Risk,False
271,60.249961287648105,False,9.49541143499224e-06,Moderate Risk,False
272,72.52982007950092,False,2.132256865492494e-05,Moderate Risk,False
273,76.62910974354114,False,2.457457863918195e-06,Low Risk,False
274,53.64401383835731,False,0.000590353764269077,Critical Risk,False
275,91.16398569619405,False,2.757048902363063e-07,Low Risk,False
276,68.52117801573607,False,3.343759620024584e-05,Moderate Risk,False
277,70.28274434417271,False,2.5247524469342326e-07,Low Risk,False
278,80.62321634884836,False,8.57028651683502e-06,Low Risk,False
279,73.49824196895253,False,0.00012410367396479971,High Risk,False
280,84.29704950869868,False,5.472718656568993e-05,Moderate Risk,False
281,74.30686247802737,False,2.0359837009273255e-05,Moderate Risk,False
282,60.81343938039343,False,0.0010162437282638123,Critical Risk,False
283,75.42255287809152,False,5.992789062146354e-150,Low Risk,False
284,52.844106890190076,False,0.00013343428667758403,High Risk,False
285,71.62839558664784,False,0.010780934932914647,Critical Risk,False
286,69.5015501403331,False,4.42391168797222e-08,Low Risk,False
287,66.87824714091191,False,0.00019409697034719316,High Risk,False
288,68.07193732841604,False,1.0544711933857952e-17,Low Risk,False
289,41.77226431753542,False,6.818166472680199e-07,Low Risk,False
290,61.76912638388558,False,3.098033137168686e-63,Low Risk,False
291,71.39267351711672,False,0.0,No Exposure,False
292,72.39784587996101,False,0.00010009008385124677,High Risk,False
293,54.58487288611063,False,4.766615510827563e-05,Moderate Risk,False
294,88.9856176129705,False,6.695611416577201e-33,Low Risk,False
295,57.00737727678249,False,9.063394044730398e-06,Moderate Risk,False
296,84.54185800790106,False,1.449375410267783e-05,Moderate Risk,False
297,76.40791542807527,False,3.0830930013149842e-21,Low Risk,False
298,60.30659035234296,False,0.00018071504960041196,High Risk,False
299,96.62966338914268,False,6.376826815194575e-34,Low Risk,False
300,52.0954475236528,False,0.0,No Exposure,False
301,83.78731260415002,False,1.1836300229450847e-07,Low Risk,False
302,85.00873477064468,False,9.427626060969222e-08,Low Risk,False
303,59.94069686385033,False,0.00028679071361810307,High Risk,False
304,90.88697950096493,False,6.611160278943296e-05,Moderate Risk,False
305,66.2493022810157,False,5.083259408498315e-06,Low Risk,False
306,74.33040443919785,False,6.874101577864937e-05,Moderate Risk,False
307,73.90482758156831,False,3.698189814731975e-08,Low Risk,False
308,67.98536887794178,False,7.467239444439428e-05,Moderate Risk,False
309,82.16212409739673,False,1.3916924692780865e-10,Low Risk,False
310,81.9023308082832,False,9.90453873273836e-09,Low Risk,False
311,43.77202040142729,False,1.4915223696743063e-139,Low Risk,False
312,89.56510364317229,False,3.318499351209509e-20,Low Risk,False
313,45.062620179464886,False,9.542315952070543e-06,Moderate Risk,False
314,85.48819306512486,False,9.448233720999736e-05,High Risk,False
315,86.90057705241375,False,0.00013106123986819196,High Risk,False
316,53.63550354677203,False,0.0010594591160623375,Critical Risk,False
317,63.83778568068123,False,1.6823909262742731e-12,Low Risk,False
318,53.41442997271096,False,1.553762301751701e-41,Low Risk,False
319,66.77618454566897,False,6.460182686534535e-20,Low Risk,False
320,65.37948573721388,False,3.4505393811429026e-05,Moderate Risk,False
321,81.6949079840401,False,1.1834187482100683e-05,Moderate Risk,False
322,89.65463119179414,False,5.1352211150312725e-06,Low Risk,False
323,90.93525716184935,False,9.740822725593823e-09,Low Risk,False
324,61.567479601325466,False,1.6912783932145972e-06,Low Risk,False
325,66.86167189383208,False,9.796642040849508e-05,High Risk,False
326,44.74842711668575,False,7.866207345640468e-06,Low Risk,False
327,57.91194900255717,False,2.147832294849161e-05,Moderate Risk,False
328,84.47277449646187,False,0.00017264974980808715,High Risk,False
329,94.23374235322348,False,0.0037594502094482813,Critical Risk,False
330,51.48476692180117,False,0.0011746603226624685,Critical Risk,False
331,61.11303611270659,False,5.4102023597180286e-05,Moderate Risk,False
332,69.60391364561609,False,0.0,No Exposure,False
333,74.2024173822941,False,1.0772783504633993e-101,Low Risk,False
334,57.855947201175304,False,0.0,No Exposure,False
335,76.36091566696135,False,1.9125841785457346e-75,Low Risk,False
336,62.89240979393626,False,1.867019732952902e-05,Moderate Risk,False
337,69.78321593682581,False,9.175599807492463e-05,High Risk,False
338,78.19426372005549,False,2.8319322340544568e-08,Low Risk,False
339,70.09633404716406,False,3.239139117859106e-127,Low Risk,False
340,63.45421164210147,False,3.218406007756438e-05,Moderate Risk,False
341,68.35585294111253,False,0.0006891833297882315,Critical Risk,False
342,68.67455561191997,False,2.391847790799066e-27,Low Risk,False
343,64.44983455176808,False,3.051599111551137e-05,Moderate Risk,False
344,66.11805905999347,False,1.1389711706532264e-05,Moderate Risk,False
345,93.97970755757075,False,0.00028044067456005215,High Risk,False
346,78.41379171911858,False,0.00014590561365562848,High Risk,False
347,65.56779522956259,False,1.4252883692636386e-45,Low Risk,False
348,80.45431606766104,False,8.852645815589007e-13,Low Risk,False
349,64.99270765365985,False,3.820030321985618e-07,Low Risk,False
350,87.59686956379961,False,8.270582758635331e-07,Low Risk,False
351,75.54463288297141,False,7.833709409027807e-05,Moderate Risk,False
352,68.39046783993656,False,0.00024376610105962293,High Risk,False
353,76.71575388715416,False,3.9707498871155973e-13,Low Risk,False
354,46.43685771897251,False,0.035991032960821005,Critical Risk,False
355,53.09848796635292,False,4.358352060725043e-06,Low Risk,False
356,52.091124904014166,False,0.0,No Exposure,False
357,72.1441464214556,False,0.0003206462254216469,High Risk,False
358,95.98772499227638,False,2.198104632267794e-05,Moderate Risk,False
359,103.46950219288948,False,0.0003117578932890459,High Risk,False
360,79.57076652161136,False,9.502130521272768e-10,Low Risk,False
361,77.51266712416685,False,2.3668645567823487e-05,Moderate Risk,False
362,42.984133987708915,False,0.00033284308803982503,High Risk,False
363,61.859893003989676,False,0.0002393306674671069,High Risk,False
364,58.183243721376414,False,2.0602950484732926e-05,Moderate Risk,False
365,60.68728602623326,False,1.4648033647693253e-08,Low Risk,False
366,67.47784272122816,False,1.9817629953559867e-05,Moderate Risk,False
367,62.91864133454309,False,4.672486763070139e-06,Low Risk,False
368,40.310502844363185,False,1.890517242130148e-17,Low Risk,False
369,81.218653841763,False,1.0897879728351197e-79,Low Risk,False
370,53.9088546139029,False,4.443655631979665e-121,Low Risk,False
371,73.58870296166724,False,0.0,No Exposure,False
372,101.1112400462496,False,1.1063106636687285e-78,Low Risk,False
373,56.20923112620365,False,0.00024180150476057973,High Risk,False
374,32.04568715880505,False,1.9985830229798135e-70,Low Risk,False
375,65.70993667179833,False,9.620998667068945e-11,Low Risk,False
376,86.51439452497857,False,9.142541261483149e-05,High Risk,False
377,99.37521181330891,False,0.0033706417508939943,Critical Risk,False
378,51.55675608321375,False,7.646404550450912e-05,Moderate Risk,False
379,77.45048834854782,False,0.000714548157118542,Critical Risk,False
380,63.0203431482992,False,1.824272343189763e-46,Low Risk,False
381,68.41077468543797,False,0.0001640189114578862,High Risk,False
382,109.66515020525551,False,3.0551466245685745e-07,Low Risk,False
383,47.4554450740727,False,2.9616387189621848e-05,Moderate Risk,False
384,73.8060949224186,False,0.00010299791876826744,High Risk,False
385,77.0153975764815,False,6.737179382782184e-05,Moderate Risk,False
386,86.2867948740902,False,2.1866825566453562e-08,Low Risk,False
387,71.46974730206342,False,2.5554593993246087e-26,Low Risk,False
388,74.62075809256153,False,1.2370928365667013e-06,Low Risk,False
389,64.12527148867314,False,0.00011588262202890943,High Risk,False
390,74.03690411867662,False,1.030464851326151e-05,Moderate Risk,False
391,64.85211586753884,False,1.7368320808203763e-09,Low Risk,False
392,79.32357834784077,False,7.486909373226329e-08,Low Risk,False
393,64.45584495934548,False,0.00013740965533181676,High Risk,False
394,75.6565059085328,False,0.00010179745723519468,High Risk,False
395,69.56105779472533,False,1.0716155505761787e-05,Moderate Risk,False
396,86.89075376158252,False,7.991650923709127e-05,Moderate Risk,False
397,69.22909414617271,False,1.3550039617995319e-05,Moderate Risk,False
398,43.404512976896775,False,0.0001221138916256108,High Risk,False
399,88.92882251070988,False,6.41164097372937e-05,Moderate Risk,False
400,56.414015487060716,False,6.500022790069617e-59,Low Risk,False
401,60.1935049202677,False,1.1068465695923205e-05,Moderate Risk,False
402,61.065080589347616,False,1.675910586320913e-08,Low Risk,False
403,90.61657139756225,False,3.879259066234022e-05,Moderate Risk,False
404,37.96488679031956,False,7.803148383883823e-05,Moderate Risk,False
405,117.06622800489993,False,6.670485695277426e-05,Moderate Risk,False
406,85.84085213599077,False,7.192001856748834e-08,Low Risk,False
407,73.3485837119374,False,0.0,No Exposure,False
408,69.1765899907557,False,5.3624483564739785e-05,Moderate Risk,False
409,74.28331112286486,False,1.4423054474866598e-90,Low Risk,False
410,77.81683642569008,False,5.119850945431889e-08,Low Risk,False
411,79.67823378925085,False,5.408266423024445e-06,Low Risk,False
412,78.33406699005172,False,2.088695219825659e-05,Moderate Risk,False
413,71.34371021882873,False,2.5008638465647674e-07,Low Risk,False
414,67.03992369539012,False,0.00029839632189733906,High Risk,False
415,67.73090074519733,False,6.285624859417076e-09,Low Risk,False
416,67.07637579470979,False,1.0019848949649394e-16,Low Risk,False
417,87.00655145300597,False,1.2717577444589967e-10,Low Risk,False
418,78.90335083421293,False,0.0002345139811434398,High Risk,False
419,30.0,False,2.5812814315110686e-06,Low Risk,False
420,79.83851164794642,False,6.790678179817181e-05,Moderate Risk,False
421,72.92104292078162,False,0.0001337932086198835,High Risk,False
422,69.71936865331153,False,2.31376766141828e-139,Low Risk,False
423,64.17222320366672,False,1.1894560217749966e-06,Low Risk,False
424,86.8616907997902,False,0.0,No Exposure,False
425,84.21289693184286,False,6.300704299517317e-08,Low Risk,False
426,58.40683498264586,False,1.3579284864570132e-10,Low Risk,False
427,76.10578430686803,False,2.6905911280624413e-06,Low Risk,False
428,55.42514898188071,False,0.000229307927337831,High Risk,False
429,49.305727528166045,False,4.641452659089661e-56,Low Risk,False
430,60.59924163115052,False,0.0036395483514175615,Critical Risk,False
431,82.93590208574138,False,0.00015167662121571738,High Risk,False
432,84.2968756806413,False,0.0003328113490420145,High Risk,False
433,77.6962813014594,False,4.367758833068338e-17,Low Risk,False
434,80.87643680271995,False,8.702116402752627e-102,Low Risk,False
435,77.74267430672438,False,7.969850825745644e-07,Low Risk,False
436,60.37777607165572,False,7.753003265270662e-40,Low Risk,False
437,76.47883817010911,False,5.0241576270722705e-05,Moderate Risk,False
438,82.00614287841523,False,2.2289326591250073e-05,Moderate Risk,False
439,81.31436994720362,False,8.790330539217354e-27,Low Risk,False
440,87.83370057211964,False,1.0724956971732874e-168,Low Risk,False
441,80.62455770801596,False,3.6426613125094214e-06,Low Risk,False
442,75.27172311312374,False,9.8267085222314e-05,High Risk,False
443,86.05225357474642,False,0.001072486928254041,Critical Risk,False
444,69.6021811112641,False,8.584673520544701e-06,Low Risk,False
445,56.77188023158423,False,1.0252175000724882e-05,Moderate Risk,False
446,67.55399554084354,False,1.8814012623436408e-05,Moderate Risk,False
